,Дата операции,Дата обработки,Код авторизации,Описание операции,Категория,Сумма в валюте счёта,period
1138,2022-01-27 14:52:00,2022-01-27,285087,DESERTORIYA,Рестораны и кафе,-180.0,2022-01
1139,2022-01-27 14:47:00,2022-01-27,213028,AKVAPARK LETOLETO,Отдых и развлечения,-1461.0,2022-01
1140,2022-01-27 09:59:00,2022-01-27,279683,AKVAPARK LETOLETO,Отдых и развлечения,-3000.0,2022-01
1141,2022-01-27 09:16:00,2022-01-27,229105,YANDEX.ZAPRAVKI,Автомобиль,-1999.9,2022-01
1142,2022-01-27 09:08:00,2022-01-27,277279,APTEKA UL.SPASSKAYA,Здоровье и красота,-138.0,2022-01
1144,2022-01-27 00:00:00,2022-01-28,232437,Klinika na Gubernskoy,Здоровье и красота,-500.0,2022-01
1145,2022-01-26 18:33:00,2022-01-26,225605,MAGNIT MM KABATCHIK,Супермаркеты,-192.94,2022-01
1146,2022-01-26 18:26:00,2022-01-26,261152,SVETLOE I TEMNOE,Супермаркеты,-925.95,2022-01
1147,2022-01-26 10:19:00,2022-01-26,296911,SAMOKAT,Супермаркеты,-504.0,2022-01
1148,2022-01-26 09:34:00,2022-01-26,248408,POL BEYKERI,Рестораны и кафе,-160.0,2022-01
1149,2022-01-25 16:29:00,2022-01-25,291667,AMODEI.RU,Отдых и развлечения,-180.0,2022-01
1150,2022-01-25 16:24:00,2022-01-25,255570,PEREKRESTOK UEZDNAYA,Супермаркеты,-272.71,2022-01
1151,2022-01-25 10:19:00,2022-01-25,240634,SAMOKAT,Супермаркеты,-667.0,2022-01
1152,2022-01-24 18:07:00,2022-01-24,206744,MAGNIT MM KABATCHIK,Супермаркеты,-1802.15,2022-01
1153,2022-01-24 10:27:00,2022-01-24,214812,TYUMEN-1-DODOPIZZA-D,Рестораны и кафе,-2006.0,2022-01
1154,2022-01-24 09:44:00,2022-01-24,276435,MAGNIT MM BESSMENNYJ,Супермаркеты,-263.95,2022-01
1155,2022-01-24 00:00:00,2022-01-25,295413,Filatovskaya klinika,Здоровье и красота,-2500.0,2022-01
1156,2022-01-23 17:45:00,2022-01-24,247656,MAGNIT MM KABATCHIK,Супермаркеты,-836.16,2022-01
1157,2022-01-23 10:15:00,2022-01-24,212943,SAMOKAT,Супермаркеты,-375.0,2022-01
1158,2022-01-23 07:50:00,2022-01-24,233835,BRISTOL 3233,Супермаркеты,-317.16,2022-01
1159,2022-01-22 17:28:00,2022-01-24,222230,SAMOKAT,Супермаркеты,-637.0,2022-01
1160,2022-01-22 11:46:00,2022-01-22,240604,SAMOKAT,Супермаркеты,-349.0,2022-01
1161,2022-01-22 07:55:00,2022-01-22,251031,MAGNIT MM KABATCHIK,Супермаркеты,-129.99,2022-01
1162,2022-01-22 00:00:00,2022-01-24,207017,KAPUCHINYCH,Рестораны и кафе,-80.0,2022-01
1163,2022-01-22 00:00:00,2022-01-24,252891,KAPUCHINYCH,Рестораны и кафе,-140.0,2022-01
1164,2022-01-22 00:00:00,2022-01-24,202316,KAPUCHINYCH,Рестораны и кафе,-169.0,2022-01
1165,2022-01-21 18:03:00,2022-01-21,253745,MAGNIT MM KABATCHIK,Супермаркеты,-1653.01,2022-01
1166,2022-01-21 17:53:00,2022-01-21,243839,"TYUMEN, PROTOZANOVA ,8",Супермаркеты,-968.63,2022-01
1168,2022-01-21 10:23:00,2022-01-22,214114,SAMOKAT,Супермаркеты,-660.0,2022-01
1169,2022-01-21 06:46:00,2022-01-21,217630,MAGNIT MM KABATCHIK,Супермаркеты,-129.99,2022-01
1170,2022-01-21 00:00:00,2022-01-22,219249,CHACHACHAY.ME,Супермаркеты,-50.0,2022-01
1171,2022-01-20 18:02:00,2022-01-21,262465,IP SAMOJLOV IP,Рестораны и кафе,-1420.0,2022-01
1172,2022-01-20 13:18:00,2022-01-21,225162,SMALL SWEET COFFEE,Рестораны и кафе,-445.0,2022-01
1174,2022-01-20 00:00:00,2022-01-21,244236,KROSHKA KARTOSHKA,Рестораны и кафе,-1200.0,2022-01
1175,2022-01-20 00:00:00,2022-01-21,261195,AUCHAN TUMEN,Супермаркеты,-2025.72,2022-01
1176,2022-01-20 00:00:00,2022-01-21,204059,LM031,Все для дома,-1503.0,2022-01
1177,2022-01-20 00:00:00,2022-01-21,214686,Klinika na Gubernskoy,Здоровье и красота,-2200.0,2022-01
1178,2022-01-19 17:03:00,2022-01-19,256504,MONETKA,Супермаркеты,-340.45,2022-01
1179,2022-01-19 11:02:00,2022-01-19,233308,SAMOKAT,Супермаркеты,-329.0,2022-01
1180,2022-01-18 21:25:00,2022-01-19,219823,ROSTELECOM,"Комунальные платежи, связь, интернет.",-749.0,2022-01
1181,2022-01-18 18:16:00,2022-01-18,227345,MAGNIT MM KABATCHIK,Супермаркеты,-628.93,2022-01
1182,2022-01-18 07:06:00,2022-01-18,257016,MAGNIT MM KABATCHIK,Супермаркеты,-129.99,2022-01
1183,2022-01-18 00:00:00,2022-01-19,235240,TVORIM CHUDESA,Отдых и развлечения,-903.1,2022-01
1184,2022-01-17 17:36:00,2022-01-18,278320,SAMOKAT,Супермаркеты,-822.0,2022-01
1185,2022-01-17 13:30:00,2022-01-17,208224,GILDIYA,Супермаркеты,-802.0,2022-01
1186,2022-01-17 12:31:00,2022-01-18,234718,YM OZON,Прочие расходы,-1742.0,2022-01
1187,2022-01-16 23:57:00,2022-01-17,212978,YM OZON,Прочие расходы,-983.0,2022-01
1188,2022-01-16 19:02:00,2022-01-17,289374,MAGNIT MM KABATCHIK,Супермаркеты,-589.22,2022-01
1189,2022-01-16 18:56:00,2022-01-17,280973,APTECHNOE UCHREZHD-IE,Здоровье и красота,-598.0,2022-01
1190,2022-01-16 10:04:00,2022-01-17,236350,SAMOKAT,Супермаркеты,-329.0,2022-01
1191,2022-01-16 00:00:00,2022-01-17,253193,NALOG.RU,Прочие расходы,-3172.0,2022-01
1192,2022-01-16 00:00:00,2022-01-17,232155,CHACHACHAY.ME,Супермаркеты,-50.0,2022-01
1193,2022-01-15 18:25:00,2022-01-15,240132,MAGNIT MM KABATCHIK,Супермаркеты,-908.0,2022-01
1194,2022-01-15 18:17:00,2022-01-15,273826,APTECHNOE UCHREZHD-IE,Здоровье и красота,-577.0,2022-01
1195,2022-01-15 15:06:00,2022-01-15,205269,PYATEROCHKA 3356,Супермаркеты,-219.57,2022-01
1196,2022-01-15 10:43:00,2022-01-15,295193,SAMOKAT,Супермаркеты,-329.0,2022-01
1197,2022-01-15 00:00:00,2022-01-17,263975,CHACHACHAY.ME,Супермаркеты,-50.0,2022-01
1199,2022-01-14 14:55:00,2022-01-14,286794,MAGNIT MM KABATCHIK,Супермаркеты,-753.76,2022-01
1200,2022-01-14 11:45:00,2022-01-15,218417,SAMOKAT,Супермаркеты,-329.0,2022-01
1201,2022-01-14 08:22:00,2022-01-14,203661,MAGNIT MM KABATCHIK,Супермаркеты,-129.99,2022-01
1202,2022-01-13 18:54:00,2022-01-14,276758,SAMOKAT,Супермаркеты,-653.0,2022-01
1203,2022-01-13 15:34:00,2022-01-13,274019,KRASNOE BELOE,Супермаркеты,-79.69,2022-01
1205,2022-01-13 12:04:00,2022-01-14,200012,YM OZON 2,Прочие расходы,-21812.41,2022-01
1206,2022-01-13 12:04:00,2022-01-13,214042,SBERBANK ONL@IN PLATEZH,Прочие операции,-5953.26,2022-01
1208,2022-01-13 00:00:00,2022-01-14,210299,GOOGLE*YOUTUBEPREMIUM,Неизвестная категория(-),-186.11,2022-01
1209,2022-01-13 00:00:00,2022-01-15,250065,GOOGLE*GOOGLE STORAGE,Неизвестная категория(-),-139.0,2022-01
1210,2022-01-11 12:28:00,2022-01-12,263349,SAMOKAT,Супермаркеты,-353.0,2022-01
1212,2022-01-11 09:53:00,2022-01-11,228039,SPASIBO SBERPRIME,Прочие расходы,-199.0,2022-01
1213,2022-01-11 07:35:00,2022-01-11,258240,MAGNIT MM KABATCHIK,Супермаркеты,-129.99,2022-01
1214,2022-01-10 18:43:00,2022-01-11,258523,TYUMEN-1-DODOPIZZA-D,Рестораны и кафе,-1169.0,2022-01
1215,2022-01-10 14:37:00,2022-01-10,292147,YM NETFLIX,Неизвестная категория(-),-599.0,2022-01
1216,2022-01-10 11:49:00,2022-01-10,234634,SBERBANK ONL@IN PLATEZH,Прочие операции,-1000.0,2022-01
1218,2022-01-10 09:54:00,2022-01-10,216775,SBERBANK ONL@IN PLATEZH,Прочие операции,-1000.0,2022-01
1219,2022-01-10 00:00:00,2022-01-10,265493,Погашение процентов за покупки вне льготного периода,Прочие операции,-5000.0,2022-01
1220,2022-01-10 00:00:00,2022-01-10,224688,Погашение процентов за покупки вне льготного периода,Прочие операции,-1321.01,2022-01
1221,2022-01-10 00:00:00,2022-01-11,294210,TRIC E-COMM,"Комунальные платежи, связь, интернет.",-9976.54,2022-01
1222,2022-01-10 00:00:00,2022-01-11,258671,TEK SURGUTSKOE MRO,"Комунальные платежи, связь, интернет.",-1614.45,2022-01
1223,2022-01-10 00:00:00,2022-01-11,233850,OOO DIVADA-M,Здоровье и красота,-420.0,2022-01
1224,2022-01-09 20:03:00,2022-01-10,267776,YM OZON,Прочие расходы,-810.0,2022-01
1225,2022-01-09 18:42:00,2022-01-10,284321,MAGNIT MM KABATCHIK,Супермаркеты,-1469.11,2022-01
1228,2022-01-09 15:40:00,2022-01-10,292099,KREPYZH,Все для дома,-200.0,2022-01
1229,2022-01-08 18:47:00,2022-01-08,270241,MAGNIT MM KABATCHIK,Супермаркеты,-1737.63,2022-01
1230,2022-01-08 10:22:00,2022-01-08,209798,SAMOKAT,Супермаркеты,-353.0,2022-01
1231,2022-01-08 08:10:00,2022-01-08,209723,MAGNIT MM KABATCHIK,Супермаркеты,-129.99,2022-01
1233,2022-01-07 15:57:00,2022-01-07,229158,MONETKA,Супермаркеты,-37.99,2022-01
1234,2022-01-07 15:54:00,2022-01-07,297519,MONETKA,Супермаркеты,-277.04,2022-01
1235,2022-01-07 12:15:00,2022-01-07,278125,LEROY MERLIN 31,Все для дома,-1132.0,2022-01
1236,2022-01-07 11:25:00,2022-01-07,287909,MAGNIT MK MAKROMIR,Супермаркеты,-716.96,2022-01
1237,2022-01-07 11:23:00,2022-01-07,206316,MAGNIT MM LOKATORSHCHIK,Супермаркеты,-89.99,2022-01
1238,2022-01-07 11:18:00,2022-01-07,204209,GIPERMARKET RICH FEMILI,Отдых и развлечения,-660.0,2022-01
1239,2022-01-07 00:00:00,2022-01-08,222763,M-N MIRRAJ,Супермаркеты,-397.0,2022-01
1240,2022-01-06 16:59:00,2022-01-07,240055,TYUMEN-1-DODOPIZZA-D,Рестораны и кафе,-2605.0,2022-01
1242,2022-01-06 09:51:00,2022-01-07,219599,YM OZON,Прочие расходы,-1742.0,2022-01
1243,2022-01-05 23:08:00,2022-01-06,220035,YM OZON,Прочие расходы,-1299.0,2022-01
1244,2022-01-04 18:57:00,2022-01-04,214835,MAGNIT MM KABATCHIK,Супермаркеты,-329.97,2022-01
1245,2022-01-03 10:06:00,2022-01-03,272573,TK LENTA-91,Супермаркеты,-4730.76,2022-01
1248,2022-12-30 22:47:00,2022-12-31,250426,SBOL перевод 4276****9664 Р. НУРАЛИ КОМИЛ-УГЛИ,Перевод с карты,-200.0,2022-12
1249,2022-12-30 22:47:00,2022-12-31,250426,КОМИССИЯ ЗА ПРОВЕДЕННУЮ ОПЕРАЦИЮ,Прочие операции,-2.0,2022-12
1250,2022-12-30 22:42:00,2022-12-31,276113,КОМИССИЯ ЗА ПРОВЕДЕННУЮ ОПЕРАЦИЮ,Прочие операции,-2.5,2022-12
1251,2022-12-30 22:42:00,2022-12-31,276113,SBOL перевод 4276****9664 Р. НУРАЛИ КОМИЛ-УГЛИ,Перевод с карты,-250.0,2022-12
1253,2022-12-20 20:40:00,2022-12-20,241383,SBOL перевод 4276****9664 Р. НУРАЛИ КОМИЛ-УГЛИ,Перевод с карты,-250.0,2022-12
1254,2022-12-20 20:40:00,2022-12-20,241383,КОМИССИЯ ЗА ПРОВЕДЕННУЮ ОПЕРАЦИЮ,Прочие операции,-2.5,2022-12
1255,2022-12-20 20:11:00,2022-12-20,258618,КОМИССИЯ ЗА ПРОВЕДЕННУЮ ОПЕРАЦИЮ,Прочие операции,-20.0,2022-12
1256,2022-12-20 20:11:00,2022-12-20,258618,SBOL перевод 4276****9664 Р. НУРАЛИ КОМИЛ-УГЛИ,Перевод с карты,-2000.0,2022-12
1258,2022-12-19 16:29:00,2022-12-19,220696,Tinkoff Bank,Прочие операции,-4000.0,2022-12
1260,2022-12-19 12:26:00,2022-12-19,218916,ATM 11025091,Выдача наличных,-5000.0,2022-12
1261,2022-12-19 11:36:00,2022-12-19,260903,Rostelecom,Прочие операции,-640.0,2022-12
1266,2022-12-18 06:11:00,2022-12-19,240681,BRANCH KARTA-KREDIT,Прочие операции,-8483.06,2022-12
1270,2022-12-16 11:50:00,2022-12-16,268231,SBOL перевод 2202****9586 И. ЯНА ВЛАДИМИРОВНА,Перевод с карты,-59920.0,2022-12
1271,2022-12-16 11:50:00,2022-12-16,268231,КОМИССИЯ ЗА ПРОВЕДЕННУЮ ОПЕРАЦИЮ,Прочие операции,-599.2,2022-12
1275,2022-12-15 13:12:00,2022-12-15,271137,Tinkoff Bank,Прочие операции,-30000.0,2022-12
1276,2022-12-15 06:09:00,2022-12-15,238524,BRANCH KARTA-KREDIT,Прочие операции,-7934.88,2022-12
1279,2022-12-14 02:41:00,2022-12-14,262482,MOBILE BANK: KOMISSIYA,Прочие операции,-70.0,2022-12
1280,2022-12-13 20:59:00,2022-12-14,245557,SBOL перевод 2202****9586 И. ЯНА ВЛАДИМИРОВНА,Перевод с карты,-59920.0,2022-12
1281,2022-12-13 20:59:00,2022-12-14,245557,КОМИССИЯ ЗА ПРОВЕДЕННУЮ ОПЕРАЦИЮ,Прочие операции,-109.2,2022-12
1283,2022-12-13 13:12:00,2022-12-13,245267,SBERBANK EKP INSURANCE PAYMENT,Прочие операции,-5460.19,2022-12
1287,2022-12-12 14:03:00,2022-12-12,265334,SBERBANK_ONL@IN_PLATEZH,Прочие операции,-500.0,2022-12
1288,2022-12-12 14:02:00,2022-12-12,242463,SBERBANK_ONL@IN_PLATEZH,Прочие операции,-1000.0,2022-12
1289,2022-12-12 13:59:00,2022-12-12,292083,SBERBANK_ONL@IN_PLATEZH,Прочие операции,-1000.0,2022-12
1295,2022-12-08 12:16:00,2022-12-08,258551,SBOL перевод 4276****5119 Б. АРСЛАН ЕРКИНОВИЧ,Перевод с карты,-500.0,2022-12
1306,2022-12-03 09:47:00,2022-12-03,285861,SBOL перевод 4276****3102 В. ВЛАДИСЛАВ ВЛАДИМИРОВИЧ,Перевод с карты,-500.0,2022-12
1307,2022-12-03 09:38:00,2022-12-03,235906,Tinkoff Bank,Прочие операции,-2500.0,2022-12
1309,2022-12-02 09:17:00,2022-12-02,234988,SBERBANK_ONL@IN_PLATEZH,Прочие операции,-1000.0,2022-12
1310,2022-11-30 20:59:00,2022-11-30,278717,SBERBANK_ONL@IN_PLATEZH,Прочие операции,-2675.49,2022-11
1316,2022-11-30 13:40:00,2022-11-30,230995,Tinkoff Bank,Прочие операции,-7500.0,2022-11
1319,2022-11-28 12:39:00,2022-11-28,201586,Tinkoff Bank,Прочие операции,-5000.0,2022-11
1329,2022-11-23 19:08:00,2022-11-23,286842,SBOL перевод 2202****8410 К. ИРИНА ВЛАДИМИРОВНА,Перевод с карты,-3000.0,2022-11
1340,2022-11-19 18:51:00,2022-11-19,249645,SBOL перевод 5469****3541 А. ЗОХИРБЕК АТАМУРЗАЕВИЧ,Перевод с карты,-6000.0,2022-11
1344,2022-11-18 19:30:00,2022-11-18,280764,BRANCH KARTA-KREDIT,Прочие операции,-5406.08,2022-11
1347,2022-11-18 16:07:00,2022-11-18,251366,BRANCH KARTA-KREDIT,Прочие операции,-2000.0,2022-11
1349,2022-11-18 12:08:00,2022-11-18,289377,BRANCH KARTA-KREDIT,Прочие операции,-1000.0,2022-11
1351,2022-11-18 04:34:00,2022-11-18,207232,BRANCH KARTA-KREDIT,Прочие операции,-76.98,2022-11
1353,2022-11-17 12:56:00,2022-11-17,290888,Tinkoff Bank,Прочие операции,-1500.0,2022-11
1355,2022-11-16 11:01:00,2022-11-16,256594,Tinkoff Bank,Прочие операции,-100.0,2022-11
1357,2022-11-16 10:58:00,2022-11-16,224913,Tinkoff Bank,Прочие операции,-18000.0,2022-11
1360,2022-11-15 09:00:00,2022-11-15,266829,Tinkoff Bank,Прочие операции,-1500.0,2022-11
1361,2022-11-15 05:56:00,2022-11-15,295488,BRANCH KARTA-KREDIT,Прочие операции,-7934.88,2022-11
1362,2022-11-14 04:06:00,2022-11-14,273637,MOBILE BANK: KOMISSIYA,Прочие операции,-70.0,2022-11
1365,2022-11-13 18:25:00,2022-11-14,242181,MAGNIT MM KABATCHIK,Супермаркеты,-721.91,2022-11
1368,2022-11-11 11:31:00,2022-11-11,254180,SBERBANK ONL@IN PLATEZH,Прочие операции,-2838.1,2022-11
1371,2022-11-06 19:19:00,2022-11-07,222795,SBOL перевод 4279****7318,Перевод с карты,-943.0,2022-11
1376,2022-11-05 22:26:00,2022-11-07,249902,SBOL перевод 5469****3541 А. ЗОХИРБЕК АТАМУРЗАЕВИЧ,Перевод с карты,-10000.0,2022-11
1380,2022-11-04 14:02:00,2022-11-04,284521,Tinkoff Bank,Прочие операции,-2500.0,2022-11
1387,2022-11-01 12:02:00,2022-11-01,272485,SBOL перевод 4276****5380 К. АЛЕКСАНДР СЕРГЕЕВИЧ,Перевод с карты,-1500.0,2022-11
1393,2022-10-28 18:34:00,2022-10-28,292406,ATM 60031667,Выдача наличных,-3000.0,2022-10
1395,2022-10-26 18:55:00,2022-10-26,245822,SBERBANK ONL@IN PLATEZH,Прочие операции,-2675.49,2022-10
1398,2022-10-25 14:31:00,2022-10-25,280292,Tinkoff Bank,Прочие операции,-10000.0,2022-10
1403,2022-10-20 18:13:00,2022-10-20,274764,SBOL перевод 4276****9645 Б. МАРИЯ СЕРГЕЕВНА,Перевод с карты,-350.0,2022-10
1407,2022-10-19 10:49:00,2022-10-19,225765,Rostelecom,Прочие операции,-640.0,2022-10
1408,2022-10-18 17:47:00,2022-10-18,266237,SBOL перевод 5469****3541 А. ЗОХИРБЕК АТАМУРЗАЕВИЧ,Перевод с карты,-3000.0,2022-10
1409,2022-10-18 12:05:00,2022-10-18,298108,BRANCH KARTA-KREDIT,Прочие операции,-7509.64,2022-10
1412,2022-10-18 05:10:00,2022-10-18,244176,BRANCH KARTA-KREDIT,Прочие операции,-973.42,2022-10
1413,2022-10-17 16:09:00,2022-10-17,294549,Tinkoff Bank,Прочие операции,-4000.0,2022-10
1415,2022-10-15 21:20:00,2022-10-17,242548,SBOL перевод 4279****7318,Перевод с карты,-1078.0,2022-10
1418,2022-10-15 06:05:00,2022-10-15,287445,BRANCH KARTA-KREDIT,Прочие операции,-7934.88,2022-10
1420,2022-10-14 05:47:00,2022-10-14,266190,MOBILE BANK: KOMISSIYA,Прочие операции,-70.0,2022-10
1427,2022-10-11 07:51:00,2022-10-11,221334,Tinkoff Bank,Прочие операции,-5000.0,2022-10
1436,2022-10-06 01:21:00,2022-10-08,-,ПЛАТА ЗА ОБСЛУЖИВАНИЕ БАНКОВСКОЙ КАРТЫ  (ЗА ПОСЛЕДУЮЩИЕ ГОДЫ),Прочие операции,-450.0,2022-10
1442,2022-10-04 09:54:00,2022-10-04,227760,SBOL перевод 5469****3541 А. ЗОХИРБЕК АТАМУРЗАЕВИЧ,Перевод с карты,-16000.0,2022-10
1447,2022-10-03 08:24:00,2022-10-03,213454,Tinkoff Bank,Прочие операции,-3500.0,2022-10
1451,2022-09-30 22:40:00,2022-10-01,202833,SBERBANK_ONL@IN_PLATEZ,Прочие операции,-2675.49,2022-10
1456,2022-09-28 17:34:00,2022-09-28,256178,SBOL перевод 5469****3541 А. ЗОХИРБЕК АТАМУРЗАЕВИЧ,Перевод с карты,-3000.0,2022-09
1459,2022-09-28 09:21:00,2022-09-28,296623,Tinkoff Bank,Прочие операции,-5000.0,2022-09
1467,2022-09-25 08:32:00,2022-09-26,265550,SBOL перевод 2202****4002 К. НАТАЛИЯ ЮРЬЕВНА,Перевод с карты,-1000.0,2022-09
1470,2022-09-23 07:48:00,2022-09-23,219537,Tinkoff Bank,Прочие операции,-3000.0,2022-09
1471,2022-09-22 17:48:00,2022-09-22,256412,SBOL перевод 2202****6052,Перевод с карты,-634.0,2022-09
1472,2022-09-22 16:17:00,2022-09-22,267534,Tinkoff Bank,Прочие операции,-3000.0,2022-09
1473,2022-09-21 08:47:00,2022-09-21,287376,SBOL перевод 5469****3541 А. ЗОХИРБЕК АТАМУРЗАЕВИЧ,Перевод с карты,-5000.0,2022-09
1474,2022-09-20 18:39:00,2022-09-20,206709,Tinkoff Bank,Прочие операции,-5000.0,2022-09
1478,2022-09-18 06:19:00,2022-09-19,279729,BRANCH KARTA-KREDIT,Прочие операции,-8483.06,2022-09
1479,2022-09-17 14:32:00,2022-09-17,220624,SBOL перевод 5469****3541 А. ЗОХИРБЕК АТАМУРЗАЕВИЧ,Перевод с карты,-5400.0,2022-09
1483,2022-09-16 16:33:00,2022-09-16,224643,Tinkoff Bank,Прочие операции,-20000.0,2022-09
1485,2022-09-15 06:03:00,2022-09-15,219307,BRANCH KARTA-KREDIT,Прочие операции,-7934.88,2022-09
1487,2022-09-14 04:20:00,2022-09-14,261553,MOBILE BANK: KOMISSIYA,Прочие операции,-70.0,2022-09
1488,2022-09-11 21:26:00,2022-09-12,291574,Tinkoff Bank,Прочие операции,-10000.0,2022-09
1497,2022-09-09 13:35:00,2022-09-09,207981,Tinkoff Bank,Прочие операции,-10000.0,2022-09
1504,2022-09-07 09:18:00,2022-09-07,249454,Tinkoff Bank,Прочие операции,-2000.0,2022-09
1505,2022-09-07 06:38:00,2022-09-07,210343,Tinkoff Bank,Прочие операции,-2000.0,2022-09
1515,2022-09-04 15:39:00,2022-09-05,200624,Tinkoff Bank,Прочие операции,-1200.0,2022-09
1519,2022-09-02 14:30:00,2022-09-02,269200,Tinkoff Bank,Прочие операции,-3200.0,2022-09
1521,2022-08-30 16:55:00,2022-08-30,229902,SBOL перевод 2202****9109,Перевод с карты,-2065.0,2022-08
1522,2022-08-30 14:58:00,2022-08-30,284759,SBOL перевод 2202****8119 Б. РАДА ДМИТРИЕВНА,Перевод с карты,-200.0,2022-08
1523,2022-08-30 14:29:00,2022-08-30,273581,Tinkoff Bank,Прочие операции,-3000.0,2022-08
1524,2022-08-28 20:04:00,2022-08-29,252638,SBOL перевод 4279****7318,Перевод с карты,-1003.0,2022-08
1527,2022-08-28 10:11:00,2022-08-29,284299,SBERBANK ONL@IN PLATEZH,Прочие операции,-2675.49,2022-08
1536,2022-08-21 20:45:00,2022-08-22,211400,SBOL перевод 4279****7318,Перевод с карты,-909.0,2022-08
1544,2022-08-18 09:43:00,2022-08-18,260056,Tinkoff Bank,Прочие операции,-3000.0,2022-08
1545,2022-08-18 09:40:00,2022-08-19,223092,YM OZON 2,Прочие расходы,-12538.0,2022-08
1546,2022-08-18 04:42:00,2022-08-18,287744,BRANCH KARTA-KREDIT,Прочие операции,-8483.06,2022-08
1548,2022-08-17 12:28:00,2022-08-17,297917,Ростелеком,Прочие операции,-633.6,2022-08
1553,2022-08-16 09:43:00,2022-08-16,214542,Tinkoff Bank,Прочие операции,-20000.0,2022-08
1555,2022-08-15 13:23:00,2022-08-15,212551,Tinkoff Bank,Прочие операции,-7000.0,2022-08
1556,2022-08-15 13:19:00,2022-08-15,221470,LEROY MERLIN 31,Все для дома,-1198.0,2022-08
1557,2022-08-15 04:36:00,2022-08-15,215381,BRANCH KARTA-KREDIT,Прочие операции,-1060.64,2022-08
1558,2022-08-14 04:55:00,2022-08-15,239165,MOBILE BANK: KOMISSIYA,Прочие операции,-70.0,2022-08
1559,2022-08-12 13:26:00,2022-08-13,296073,Tinkoff Card2Card,Неизвестная категория(-),-10000.0,2022-08
1560,2022-08-12 13:26:00,2022-08-13,296073,КОМИССИЯ ЗА ПРОВЕДЕННУЮ ОПЕРАЦИЮ,Прочие операции,-125.0,2022-08
1569,2022-08-07 19:53:00,2022-08-08,262999,SBOL перевод 4279****7318,Перевод с карты,-84.0,2022-08
1570,2022-08-07 12:39:00,2022-08-08,270411,VTB,Прочие операции,-500.0,2022-08
1576,2022-08-02 13:38:00,2022-08-02,293250,SBERBANK EKP INSURANCE PAYMENT,Прочие операции,-7563.03,2022-08
1579,2022-08-01 13:43:00,2022-08-01,244475,SBOL перевод 5469****3541 А. ЗОХИРБЕК АТАМУРЗАЕВИЧ,Перевод с карты,-7750.0,2022-08
1583,2022-07-31 10:05:00,2022-08-01,256586,Tinkoff Card2Card,Неизвестная категория(-),-10000.0,2022-08
1585,2022-07-31 10:05:00,2022-08-01,256586,КОМИССИЯ ЗА ПРОВЕДЕННУЮ ОПЕРАЦИЮ,Прочие операции,-125.0,2022-08
1586,2022-07-31 10:05:00,2022-08-03,256586,Tinkoff Card2Card,Неизвестная категория(-),-10000.0,2022-08
1588,2022-07-31 10:04:00,2022-08-03,232629,Tinkoff Card2Card,Неизвестная категория(-),-3190.0,2022-08
1590,2022-07-31 10:04:00,2022-08-01,232629,КОМИССИЯ ЗА ПРОВЕДЕННУЮ ОПЕРАЦИЮ,Прочие операции,-39.88,2022-08
1591,2022-07-31 10:04:00,2022-08-01,232629,Tinkoff Card2Card,Неизвестная категория(-),-3190.0,2022-08
1598,2022-07-28 14:11:00,2022-07-28,258996,VTB,Прочие операции,-2000.0,2022-07
1599,2022-07-28 11:54:00,2022-07-28,266414,VTB,Прочие операции,-1000.0,2022-07
1602,2022-07-26 15:04:00,2022-07-26,222604,SBOL перевод 4276****4117 Р. ДМИТРИЙ ВИКТОРОВИЧ,Перевод с карты,-800.0,2022-07
1603,2022-07-26 14:19:00,2022-07-26,284235,SBERBANK ONL@IN PLATEZH,Прочие операции,-2675.49,2022-07
1607,2022-07-22 18:51:00,2022-07-25,276793,Tinkoff Card2Card,Неизвестная категория(-),-4500.0,2022-07
1610,2022-07-21 08:46:00,2022-07-22,287191,Tinkoff Card2Card,Неизвестная категория(-),-700.0,2022-07
1614,2022-07-18 02:00:00,2022-07-18,204589,BRANCH KARTA-KREDIT,Прочие операции,-8483.06,2022-07
1617,2022-07-17 14:01:00,2022-07-18,258957,Tinkoff Card2Card,Неизвестная категория(-),-15948.0,2022-07
1620,2022-07-15 15:26:00,2022-07-16,208177,Tinkoff Card2Card,Неизвестная категория(-),-5000.0,2022-07
1623,2022-07-15 07:59:00,2022-07-15,265901,MAGNIT MM KABATCHIK,Супермаркеты,-404.97,2022-07
1624,2022-07-14 15:34:00,2022-07-14,241726,MONETKA,Супермаркеты,-539.7,2022-07
1626,2022-07-14 08:39:00,2022-07-14,249405,SOVETSKIJ,Отдых и развлечения,-250.0,2022-07
1627,2022-07-14 04:33:00,2022-07-14,288801,MOBILE BANK: KOMISSIYA,Прочие операции,-60.0,2022-07
1628,2022-07-13 17:53:00,2022-07-13,256221,SOVETSKIJ,Отдых и развлечения,-1200.0,2022-07
1629,2022-07-13 16:51:00,2022-07-13,272545,MAGNIT MM CHERVISHEVSKIJ,Супермаркеты,-1241.34,2022-07
1636,2022-07-13 07:05:00,2022-07-14,220186,Tinkoff Card2Card,Неизвестная категория(-),-3000.0,2022-07
1638,2022-07-10 09:52:00,2022-07-11,206808,Tinkoff Card2Card,Неизвестная категория(-),-4000.0,2022-07
1640,2022-07-08 20:00:00,2022-07-11,290959,Tinkoff Card2Card,Неизвестная категория(-),-6000.0,2022-07
1644,2022-07-08 18:45:00,2022-07-09,274532,FLAGMAN,Супермаркеты,-298.0,2022-07
